IN_Deal,Report_Source,IN_Trade_ID,IN_MT_MASTER_DATE_TIME,IN_MT_Date,IN_MT_Time,IN_MT_Day,IN_MT_Month,IN_CST_Date_OP_01,IN_CST_Time_OP_01,IN_CST_Day_OP_01,IN_CST_Month_OP_01,IN_Segment_15M_OP_01,IN_Segment_30M_OP_01,IN_Segment_01H_OP_01,IN_Segment_02H_OP_01,IN_Segment_03H_OP_01,IN_Segment_04H_OP_01,IN_Session_Name_OP_02,Strategy_ID_OP_03,Strategy_Version_ID_OP_03,Optimization_ID_OP_03,Report_Broker_OP_03,Symbol_OP_03,Chart_TF_OP_01,IN_Order_Type_OP_01,IN_Order_Direction,Volume_OP_03,IN_Symbol_Price_OP_03,IN_Balance_OP_01,OUT_Profit_OP_01,OUT_Balance_OP_01,OUT_Trade_ID,OUT_Deal,OUT_CST_Date_OP_03,OUT_CST_Time_OP_03,OUT_CST_Day_OP_03,OUT_CST_Month_OP_03,OUT_Segment_15M_OP_03,OUT_Segment_30M_OP_03,OUT_Segment_01H_OP_03,OUT_Segment_02H_OP_03,OUT_Segment_03H_OP_03,OUT_Segment_04H_OP_03,OUT_Session_Name_OP_03,OUT_Order_Type,OUT_Order_Direction,OUT_Symbol_Price_OP_01,OUT_Commission,OUT_Swap,OUT_Symbol,Trade_Result,Trade_Direction,Trade_Duration_Minutes,Trade_ROI_Percentage,Trade_Risk_Reward_Ratio,Trade_MAE,Trade_MFE,EA_Entry_Quality,EA_Entry_Symbol,EA_Entry_Confluence,EA_Entry_Momentum,EA_Entry_Speed,EA_Entry_Acceleration,EA_Entry_Entropy,EA_Entry_Jerk,EA_Entry_PhysicsScore,EA_Entry_SpeedSlope,EA_Entry_AccelerationSlope,EA_Entry_MomentumSlope,EA_Entry_ConfluenceSlope,EA_Entry_JerkSlope,EA_Entry_Zone,EA_Entry_Regime,EA_Entry_Spread,EA_ExitReason,EA_Exit_Symbol,EA_Exit_Quality,EA_Exit_Confluence,EA_Exit_Momentum,EA_Exit_Speed,EA_Exit_Acceleration,EA_Exit_Entropy,EA_Exit_Jerk,EA_Exit_PhysicsScore,EA_Exit_SpeedSlope,EA_Exit_AccelerationSlope,EA_Exit_MomentumSlope,EA_Exit_ConfluenceSlope,EA_Exit_JerkSlope,EA_Exit_Zone,EA_Exit_Regime,EA_Exit_Spread,EA_Profit,EA_ProfitPercent,EA_Pips,EA_HoldTimeBars,EA_HoldTimeMinutes,EA_RiskPercent,EA_RRatio,EA_MFE,EA_MAE,EA_MFE_Percent,EA_MAE_Percent,EA_MFE_Pips,EA_MAE_Pips,EA_MFE_TimeBars,EA_MAE_TimeBars,EA_MFEUtilization,EA_MAEImpact,EA_ExcursionEfficiency,EA_RunUp_Price,EA_RunUp_Pips,EA_RunUp_Percent,EA_RunUp_TimeBars,EA_RunDown_Price,EA_RunDown_Pips,EA_RunDown_Percent,EA_RunDown_TimeBars,EA_ExitQualityClass,EA_EarlyExitOpportunityCost,EA_PhysicsScoreDecay,EA_SpeedDecay,EA_SpeedSlopeDecay,EA_ConfluenceDecay,EA_ZoneTransitioned,Signal_Entry_Matched,Signal_Entry_Timestamp,Signal_Entry_TimeDelta,Signal_Entry_Quality,Signal_Entry_Confluence,Signal_Entry_Speed,Signal_Entry_Acceleration,Signal_Entry_Momentum,Signal_Entry_Entropy,Signal_Entry_Jerk,Signal_Entry_PhysicsScore,Signal_Entry_SpeedSlope,Signal_Entry_AccelerationSlope,Signal_Entry_MomentumSlope,Signal_Entry_ConfluenceSlope,Signal_Entry_JerkSlope,Signal_Entry_Zone,Signal_Entry_Regime,Signal_Entry_PhysicsPass,Signal_Entry_RejectReason,Signal_Exit_Matched,Signal_Exit_Timestamp,Signal_Exit_TimeDelta,Signal_Exit_Quality,Signal_Exit_Confluence,Signal_Exit_Speed,Signal_Exit_Acceleration,Signal_Exit_Momentum,Signal_Exit_Entropy,Signal_Exit_Jerk,Signal_Exit_PhysicsScore,Signal_Exit_SpeedSlope,Signal_Exit_AccelerationSlope,Signal_Exit_MomentumSlope,Signal_Exit_ConfluenceSlope,Signal_Exit_JerkSlope,Signal_Exit_Zone,Signal_Exit_Regime,Signal_Exit_PhysicsPass,Signal_Exit_RejectReason,DataQuality,ProcessingTimestamp,SourceFiles
1320,MT5_Backtest,1320,2025.11.12 05:33:00,2025-11-12,05:33:00,Wednesday,November,2025-11-11,21:33:00,Tuesday,November,15-087,30-044,1h-022,2h-011,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.37,25664.7,5,-16.17,5,1321,1321,2025-11-11,22:12:01,Tuesday,November,15-089,30-045,1h-023,2h-012,3h-008,4h-006,After Hours,sell,out,25652.9,0,0,NAS100,Loss,Long,39,-323.40000000000003,-0.06,25647,25671.4,81,NAS100,80,18.43,1408.83,3067.36,0,779.37,91.16,1616.9,3670.73,14.68,-10,1010.42,BULL,NORMAL,470,MANUAL,NAS100,81,80,83.91,6380.53,-210.2,0,-600.91,52.08,1465.69,305.85,11.68,0,-61.73,UNKNOWN,UNKNOWN,470,-16.17,-0.3,-11.8,40,39,5,-0.06,25671.4,25647,0.07,-0.18,6.7,-17.7,19,34,-0.06,0,0.5,25659.2,6.3,0.02,49,25631.3,-21.6,-0.08,28,Late,0,39.07,-4971.7,151.2,0,1,1,2025.11.12 05:33,0,81,80,1360.84,2993.54,18.43,0,758.27,91.16,1616.9,3670.73,14.68,-10,1010.42,BULL,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.558Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1322,MT5_Backtest,1322,2025.11.12 06:12:02,2025-11-12,06:12:02,Wednesday,November,2025-11-11,22:12:02,Tuesday,November,15-089,30-045,1h-023,2h-012,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.37,25652.7,5,-6.44,5,1323,1323,2025-11-11,22:22:01,Tuesday,November,15-090,30-045,1h-023,2h-012,3h-008,4h-006,After Hours,buy,out,25657.4,0,0,NAS100,Loss,Short,9,-128.8,-0.02,25663.4,25647.7,81,NAS100,80,-91.97,-1257.48,-874.75,0,-648.95,16.53,1060.81,-3913.56,-10.13,0,-1530.33,BEAR,NORMAL,460,MANUAL,NAS100,86.33,100,76.18,4970.8,43.79,0,-94.93,72.33,674.8,-480.37,6.68,10,-242.82,UNKNOWN,UNKNOWN,470,-6.44,-0.12,-4.7,11,10,5,-0.02,25647.7,25663.4,0.05,-0.11,5,-10.7,8,2,-0.03,0,0.5,25631.3,26.1,-0.1,18,25665,-7.6,0.03,49,Late,0,-55.8,-6228.27,386.02,-20,1,1,2025.11.12 06:12,0.03333333333333333,81,80,-1209.68,-801.22,-91.97,0,-627.94,16.53,1060.81,-3913.56,-10.13,0,-1530.33,BEAR,NORMAL,,PASS,1,2025.11.12 06:16,6.016666666666667,81,80,-2879.66,-348.99,-137.81,0,-45.89,20.11,-459.33,-127.11,-10.94,-10,53.73,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.560Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1324,MT5_Backtest,1324,2025.11.12 06:22:02,2025-11-12,06:22:02,Wednesday,November,2025-11-11,22:22:02,Tuesday,November,15-090,30-045,1h-023,2h-012,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.35,25657.4,5,-12.69,5,1325,1325,2025-11-11,22:24:00,Tuesday,November,15-090,30-045,1h-023,2h-012,3h-008,4h-006,After Hours,sell,out,25648,0,0,NAS100,Loss,Long,1,-253.79999999999998,-0.05,25646.8,25657.4,81,NAS100,80,20.99,1241.66,2987.4,0,579.52,91.31,1518.23,-207.33,23.02,-10,-312.25,BULL,NORMAL,460,MANUAL,NAS100,83.67,80,71.17,6099.22,-279.86,0,-269.3,51.45,318.76,392.19,-9.78,10,162.93,UNKNOWN,UNKNOWN,460,-12.69,-0.23,-9.4,3,2,5,-0.05,25657.4,25646.8,0,-0.11,0,-10.6,0,2,-0.05,0,0.5,25670.2,22.2,0.09,49,25631.3,-16.7,-0.07,16,Late,0,39.86,-4857.56,1199.46,0,1,1,2025.11.12 06:22,0.03333333333333333,81,80,1241.66,2987.4,20.99,0,579.52,91.31,1518.23,-207.33,23.02,-10,-312.25,BULL,NORMAL,,PASS,1,2025.11.12 06:22,2,81,80,1241.66,2987.4,20.99,0,579.52,91.31,1518.23,-207.33,23.02,-10,-312.25,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.561Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1326,MT5_Backtest,1326,2025.11.12 06:24:01,2025-11-12,06:24:01,Wednesday,November,2025-11-11,22:24:01,Tuesday,November,15-090,30-045,1h-023,2h-012,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.35,25648,5,-3.24,5,1327,1327,2025-11-11,22:47:00,Tuesday,November,15-092,30-046,1h-023,2h-012,3h-008,4h-006,After Hours,buy,out,25650.4,0,0,NAS100,Loss,Short,22,-64.8,-0.01,25654.3,25635.9,83.67,NAS100,80,-42.8,-559.02,-2912.5,0,-1141.34,19.62,1017.13,-901.91,38.07,10,-385.38,BEAR,NORMAL,470,MANUAL,NAS100,70.33,80,46.89,3473.69,-568.36,0,-431.27,49.33,1175.71,-290.3,17.35,10,-176.11,UNKNOWN,UNKNOWN,460,-3.24,-0.06,-2.4,24,23,5,-0.01,25635.9,25654.3,0.12,-0.06,12.1,-6.3,16,23,-0.01,0,0.5,25641.5,8.9,-0.03,2,25670.2,-19.8,0.08,26,Late,0,-29.71,-4032.71,-158.58,0,1,1,2025.11.12 06:24,0.016666666666666666,83.67,80,-559.02,-2912.5,-42.8,0,-1141.34,19.62,1017.13,-901.91,38.07,10,-385.38,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.562Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1328,MT5_Backtest,1328,2025.11.12 06:47:01,2025-11-12,06:47:01,Wednesday,November,2025-11-11,22:47:01,Tuesday,November,15-092,30-046,1h-023,2h-012,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.35,25650.4,5,19.31,5,1329,1329,2025-11-11,23:20:00,Tuesday,November,15-094,30-047,1h-024,2h-012,3h-008,4h-006,After Hours,sell,out,25664.7,0,0,NAS100,Win,Long,32,386.2,0.07,25641.5,25670.2,78.33,NAS100,100,68.42,2206.49,395.13,0,-47.11,85.99,-286.8,-352.95,-7.95,-10,41.19,BULL,NORMAL,460,MANUAL,NAS100,73,100,82.21,4190.12,771.47,0,-169.23,82.58,1557.32,741.64,48.33,0,75.65,UNKNOWN,UNKNOWN,410,19.31,0.35,14.3,34,33,5,0.07,25670.2,25641.5,0.2,-0.09,19.8,-8.9,26,2,0.08,132788.71,0.5,25690.5,25.8,0.1,30,25655.8,-8.9,-0.03,5,Early,11.5,3.41,-1983.63,-1844.12,0,1,1,2025.11.12 06:47,0.016666666666666666,78.33,100,2206.49,395.13,68.42,0,-47.11,85.99,-286.8,-352.95,-7.95,-10,41.19,BULL,NORMAL,,PASS,1,2025.11.12 07:11,9,86.33,100,4970.8,43.79,76.18,0,-94.93,72.33,63.84,-939.93,-14.03,-10,-304.75,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-24T22:17:36.563Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1330,MT5_Backtest,1330,2025.11.12 07:20:00,2025-11-12,07:20:00,Wednesday,November,2025-11-11,23:20:00,Tuesday,November,15-094,30-047,1h-024,2h-012,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.35,25664.5,5,-26.6,5,1331,1331,2025-11-11,23:43:00,Tuesday,November,15-095,30-048,1h-024,2h-012,3h-008,4h-006,After Hours,buy,out,25684.2,0,0,NAS100,Loss,Short,23,-532,-0.1,25686.1,25660.4,81,NAS100,80,-25.77,-806.81,-1544.17,0,-162.97,20.5,-524.65,402.51,-3.22,10,116.21,BEAR,NORMAL,460,MANUAL,NAS100,81,80,36.81,564.5,-3437.94,0,-825.81,49.26,-469.32,-1740.2,-12.04,0,-482.83,UNKNOWN,UNKNOWN,420,-26.6,-0.49,-19.7,24,23,5,-0.1,25660.4,25686.1,0.04,-0.22,4.1,-21.6,5,23,-0.1,0,0.5,25676.3,7.9,-0.03,16,25701.6,-17.4,0.07,47,Late,0,-28.76,-1371.31,-55.32,0,1,1,2025.11.12 07:20,0,81,80,-755.22,-1464.79,-25.77,0,-140.29,20.5,-524.65,402.51,-3.22,10,116.21,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.565Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1332,MT5_Backtest,1332,2025.11.12 07:43:01,2025-11-12,07:43:01,Wednesday,November,2025-11-11,23:43:01,Tuesday,November,15-095,30-048,1h-024,2h-012,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.35,25683.9,5,11.48,5,1333,1333,2025-11-12,00:33:00,Wednesday,November,15-003,30-002,1h-001,2h-001,3h-001,4h-001,After Hours,sell,out,25692.4,0,0,NAS100,Win,Long,49,229.60000000000002,0.04,25676.3,25701.6,89,NAS100,100,86.35,4858.56,369.78,0,139.37,98.63,-337.24,1304.84,0.54,-10,565.46,BULL,NORMAL,460,MANUAL,NAS100,83.67,100,34.06,3276.27,2440.99,0,391.5,95.23,683.08,1257.77,0.01,-10,280.01,UNKNOWN,UNKNOWN,410,11.48,0.21,8.5,51,50,5,0.04,25701.6,25676.3,0.18,-0.08,17.7,-7.6,47,16,0.04,223661.15,0.5,25723.4,31,0.12,49,25691.3,-1.1,0,1,Early,22.5,3.4,1582.29,-1020.32,0,1,1,2025.11.12 07:43,0.016666666666666666,89,100,4912.18,452.27,86.25,0,162.94,98.63,-337.24,1304.84,0.54,-10,565.46,BULL,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-24T22:17:36.566Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1334,MT5_Backtest,1334,2025.11.12 08:33:00,2025-11-12,08:33:00,Wednesday,November,2025-11-12,00:33:00,Wednesday,November,15-003,30-002,1h-001,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.35,25691.9,5,-16.34,5,1335,1335,2025-11-12,00:34:00,Wednesday,November,15-003,30-002,1h-001,2h-001,3h-001,4h-001,After Hours,buy,out,25704,0,0,NAS100,Loss,Short,1,-326.79999999999995,-0.06,25704,25691.9,81,NAS100,60,-10.02,-1529.65,-2612.53,0,-304.3,18.45,-2124.67,-1185.04,-16.12,10,-118.63,BEAR,NORMAL,410,MANUAL,NAS100,86.33,100,57.51,3800.2,1077.73,0,-87.68,82.69,1927.03,1913.78,38.43,-10,387.43,UNKNOWN,UNKNOWN,420,-16.34,-0.3,-12.1,2,1,5,-0.06,25691.9,25704,0,-0.12,0,-12.1,0,2,-0.06,0,0.5,25697.8,6.2,-0.02,3,25723.6,-19.6,0.08,49,Late,0,-64.24,-5329.86,-4051.7,-40,1,1,2025.11.12 08:33,0,81,60,-1398.3,-2410.45,-9.92,0,-246.56,18.45,-2124.67,-1185.04,-16.12,10,-118.63,BEAR,NORMAL,,PASS,1,2025.11.12 08:33,1,81,60,-1398.3,-2410.45,-9.92,0,-246.56,18.45,-2124.67,-1185.04,-16.12,10,-118.63,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.567Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1336,MT5_Backtest,1336,2025.11.12 08:34:00,2025-11-12,08:34:00,Wednesday,November,2025-11-12,00:34:00,Wednesday,November,15-003,30-002,1h-001,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.35,25704,5,2.57,5,1337,1337,2025-11-12,00:51:02,Wednesday,November,15-004,30-002,1h-001,2h-001,3h-001,4h-001,After Hours,sell,out,25705.9,0,0,NAS100,Win,Long,17,51.4,0.01,25697.8,25712.1,78.33,NAS100,100,77.97,1393.14,1441.72,0,691.62,97.59,-1171.57,1466.31,6.63,-20,672.79,BULL,NORMAL,410,MANUAL,NAS100,81,80,28.89,4855.42,-1185.32,0,-2.9,56.07,-3093.93,-2506.02,-24.25,0,-353.86,UNKNOWN,UNKNOWN,420,2.57,0.05,1.9,18,17,5,0.01,25712.1,25697.8,0.08,-0.06,8.1,-6.2,14,3,0.01,999914.4,0.5,25749.9,44,0.17,49,25703.6,-2.3,-0.01,5,Early,42.1,41.53,-3462.28,1922.36,20,1,1,2025.11.12 08:34,0,78.33,100,1393.14,1441.72,77.97,0,691.62,97.59,-1171.57,1466.31,6.63,-20,672.79,BULL,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-24T22:17:36.568Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1338,MT5_Backtest,1338,2025.11.12 08:51:03,2025-11-12,08:51:03,Wednesday,November,2025-11-12,00:51:03,Wednesday,November,15-004,30-002,1h-001,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.35,25706.1,5,-28.89,5,1339,1339,2025-11-12,01:22:00,Wednesday,November,15-006,30-003,1h-002,2h-001,3h-001,4h-001,After Hours,buy,out,25727.5,0,0,NAS100,Loss,Short,30,-577.8000000000001,-0.11,25727.5,25706.1,81,NAS100,80,-38.22,-1127.83,-1685.71,0,-210.83,19.76,-996.98,-193.89,-38.36,0,50.6,BEAR,NORMAL,420,MANUAL,NAS100,81,100,79.52,1178.24,1118.63,0,-99.13,82.89,839.37,-634.33,12.05,10,-312.94,UNKNOWN,UNKNOWN,420,-28.89,-0.53,-21.4,32,30,5,-0.11,25706.1,25727.5,0,-0.21,0,-21.4,0,31,-0.11,0,0.5,25702,25.5,-0.1,44,25750.1,-22.6,0.09,20,Late,0,-63.13,-2306.07,-1836.35,-20,1,1,2025.11.12 08:51,0.05,81,80,-1176.88,-1761.18,-38.22,0,-232.39,19.76,-996.98,-193.89,-38.36,0,50.6,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.570Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1340,MT5_Backtest,1340,2025.11.12 09:22:00,2025-11-12,09:22:00,Wednesday,November,2025-11-12,01:22:00,Wednesday,November,15-006,30-003,1h-002,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.35,25727.5,5,-14.99,5,1341,1341,2025-11-12,01:58:00,Wednesday,November,15-008,30-004,1h-002,2h-001,3h-001,4h-001,After Hours,sell,out,25716.4,0,0,NAS100,Loss,Long,36,-299.8,-0.06,25715.9,25750.1,83.67,NAS100,100,34.06,3276.27,2440.99,0,391.5,95.23,1927.03,1913.78,38.43,-10,387.43,BULL,NORMAL,410,MANUAL,NAS100,81,80,86.59,3620.47,-2261.67,0,-795.5,52.25,591.48,-830.21,17.76,10,-208.39,UNKNOWN,UNKNOWN,410,-14.99,-0.28,-11.1,37,36,5,-0.06,25750.1,25715.9,0.23,-0.12,22.6,-11.6,20,36,-0.06,0,0.5,25745.4,29,0.11,33,25702,-14.4,-0.06,8,Late,0,42.98,-344.2,1335.55,20,1,1,2025.11.12 09:22,0,83.67,100,3276.27,2440.99,34.06,0,391.5,95.23,1927.03,1913.78,38.43,-10,387.43,BULL,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.571Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1342,MT5_Backtest,1342,2025.11.12 09:58:01,2025-11-12,09:58:01,Wednesday,November,2025-11-12,01:58:01,Wednesday,November,15-008,30-004,1h-002,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.35,25716.6,5,-3.78,5,1343,1343,2025-11-12,02:11:00,Wednesday,November,15-009,30-005,1h-003,2h-002,3h-001,4h-001,After Hours,buy,out,25719.4,0,0,NAS100,Loss,Short,12,-75.6,-0.01,25724.9,25706.1,83.67,NAS100,80,-116.58,-5275.63,-858.31,0,-244.27,16.18,-68.97,-546.59,-1.12,-10,-189.54,BEAR,NORMAL,420,MANUAL,NAS100,70.33,40,-30.18,-777.86,270.71,0,-175.17,41.71,1164.76,530.61,17.35,0,-149.17,UNKNOWN,UNKNOWN,420,-3.78,-0.07,-2.8,14,13,5,-0.01,25706.1,25724.9,0.11,-0.08,10.5,-8.3,8,3,-0.01,0,0.5,25704,15.4,-0.06,4,25748.5,-29.1,0.11,40,Late,0,-25.52,-4497.77,-1233.73,40,1,1,2025.11.12 09:58,0.016666666666666666,83.67,80,-5321.96,-929.6,-116.48,0,-264.64,16.18,-68.97,-546.59,-1.12,-10,-189.54,BEAR,NORMAL,,PASS,1,2025.11.12 10:04,7,86.33,80,-4649.43,-1001.9,-116.53,0,-304.15,16.32,-46.31,-295.01,-6.34,-10,-72.25,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.573Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1344,MT5_Backtest,1344,2025.11.12 10:11:00,2025-11-12,10:11:00,Wednesday,November,2025-11-12,02:11:00,Wednesday,November,15-009,30-005,1h-003,2h-002,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.35,25716.9,5,13.64,5,1345,1345,2025-11-12,02:33:02,Wednesday,November,15-011,30-006,1h-003,2h-002,3h-001,4h-001,After Hours,sell,out,25727,0,0,NAS100,Win,Long,22,272.8,0.05,25704,25745.4,81,NAS100,100,80.77,649.86,305.74,0,-331.38,82.89,1239.04,614.88,40.68,-30,133.39,BULL,NORMAL,420,MANUAL,NAS100,86.33,80,87.74,5319.1,-221.1,0,-257.61,52.58,326.75,-568.72,21.79,10,-42.98,UNKNOWN,UNKNOWN,410,13.64,0.25,10.1,23,22,5,0.05,25745.4,25704,0.28,-0.13,28.5,-12.9,20,4,0.05,188445.75,0.5,25748.5,21.5,0.08,18,25707.5,-19.5,-0.08,40,Early,11.4,30.31,-4669.24,912.28,20,1,1,2025.11.12 10:11,0,81,100,1178.24,1118.63,79.52,0,-99.13,82.89,1239.04,614.88,40.68,-30,133.39,BULL,NORMAL,,PASS,1,2025.11.12 10:29,4.033333333333333,83.67,100,7162.34,1252.95,156.1,0,3.55,91.95,1417.43,248.21,10.01,-10,-65.14,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-24T22:17:36.574Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1346,MT5_Backtest,1346,2025.11.12 10:33:02,2025-11-12,10:33:02,Wednesday,November,2025-11-12,02:33:02,Wednesday,November,15-011,30-006,1h-003,2h-002,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.35,25727.2,5,-5.94,5,1347,1347,2025-11-12,02:41:00,Wednesday,November,15-011,30-006,1h-003,2h-002,3h-001,4h-001,After Hours,buy,out,25731.6,0,0,NAS100,Loss,Short,7,-118.80000000000001,-0.02,25736.1,25719.9,81,NAS100,60,-5.13,-386.52,-5424.44,0,-1125.46,18.75,-2759.51,-3688.3,-40.04,10,-885.84,BEAR,NORMAL,420,MANUAL,NAS100,81,60,-49.81,-1882.18,1572.04,0,900.85,59.06,-2194.25,400.45,-70.18,10,335.02,UNKNOWN,UNKNOWN,410,-5.94,-0.11,-4.4,9,7,5,-0.02,25719.9,25736.1,0.07,-0.09,7.3,-8.9,5,1,-0.02,0,0.5,25707.5,24.1,-0.09,32,25748.5,-16.9,0.07,10,Late,0,-40.31,1495.66,-565.26,0,1,1,2025.11.12 10:33,0.03333333333333333,81,60,-429.45,-5490.48,-5.03,0,-1144.33,18.75,-2759.51,-3688.3,-40.04,10,-885.84,BEAR,NORMAL,,PASS,1,2025.11.12 10:33,8,81,60,-429.45,-5490.48,-5.03,0,-1144.33,18.75,-2759.51,-3688.3,-40.04,10,-885.84,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.575Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
