IN_Deal,Report_Source,IN_Trade_ID,IN_MT_MASTER_DATE_TIME,IN_MT_Date,IN_MT_Time,IN_MT_Day,IN_MT_Month,IN_CST_Date_OP_01,IN_CST_Time_OP_01,IN_CST_Day_OP_01,IN_CST_Month_OP_01,IN_Segment_15M_OP_01,IN_Segment_30M_OP_01,IN_Segment_01H_OP_01,IN_Segment_02H_OP_01,IN_Segment_03H_OP_01,IN_Segment_04H_OP_01,IN_Session_Name_OP_02,Strategy_ID_OP_03,Strategy_Version_ID_OP_03,Optimization_ID_OP_03,Report_Broker_OP_03,Symbol_OP_03,Chart_TF_OP_01,IN_Order_Type_OP_01,IN_Order_Direction,Volume_OP_03,IN_Symbol_Price_OP_03,IN_Balance_OP_01,OUT_Profit_OP_01,OUT_Balance_OP_01,OUT_Trade_ID,OUT_Deal,OUT_CST_Date_OP_03,OUT_CST_Time_OP_03,OUT_CST_Day_OP_03,OUT_CST_Month_OP_03,OUT_Segment_15M_OP_03,OUT_Segment_30M_OP_03,OUT_Segment_01H_OP_03,OUT_Segment_02H_OP_03,OUT_Segment_03H_OP_03,OUT_Segment_04H_OP_03,OUT_Session_Name_OP_03,OUT_Order_Type,OUT_Order_Direction,OUT_Symbol_Price_OP_01,OUT_Commission,OUT_Swap,OUT_Symbol,Trade_Result,Trade_Direction,Trade_Duration_Minutes,Trade_ROI_Percentage,Trade_Risk_Reward_Ratio,Trade_MAE,Trade_MFE,EA_Entry_Quality,EA_Entry_Symbol,EA_Entry_Confluence,EA_Entry_Momentum,EA_Entry_Speed,EA_Entry_Acceleration,EA_Entry_Entropy,EA_Entry_Jerk,EA_Entry_PhysicsScore,EA_Entry_SpeedSlope,EA_Entry_AccelerationSlope,EA_Entry_MomentumSlope,EA_Entry_ConfluenceSlope,EA_Entry_JerkSlope,EA_Entry_Zone,EA_Entry_Regime,EA_Entry_Spread,EA_ExitReason,EA_Exit_Symbol,EA_Exit_Quality,EA_Exit_Confluence,EA_Exit_Momentum,EA_Exit_Speed,EA_Exit_Acceleration,EA_Exit_Entropy,EA_Exit_Jerk,EA_Exit_PhysicsScore,EA_Exit_SpeedSlope,EA_Exit_AccelerationSlope,EA_Exit_MomentumSlope,EA_Exit_ConfluenceSlope,EA_Exit_JerkSlope,EA_Exit_Zone,EA_Exit_Regime,EA_Exit_Spread,EA_Profit,EA_ProfitPercent,EA_Pips,EA_HoldTimeBars,EA_HoldTimeMinutes,EA_RiskPercent,EA_RRatio,EA_MFE,EA_MAE,EA_MFE_Percent,EA_MAE_Percent,EA_MFE_Pips,EA_MAE_Pips,EA_MFE_TimeBars,EA_MAE_TimeBars,EA_MFEUtilization,EA_MAEImpact,EA_ExcursionEfficiency,EA_RunUp_Price,EA_RunUp_Pips,EA_RunUp_Percent,EA_RunUp_TimeBars,EA_RunDown_Price,EA_RunDown_Pips,EA_RunDown_Percent,EA_RunDown_TimeBars,EA_ExitQualityClass,EA_EarlyExitOpportunityCost,EA_PhysicsScoreDecay,EA_SpeedDecay,EA_SpeedSlopeDecay,EA_ConfluenceDecay,EA_ZoneTransitioned,Signal_Entry_Matched,Signal_Entry_Timestamp,Signal_Entry_TimeDelta,Signal_Entry_Quality,Signal_Entry_Confluence,Signal_Entry_Speed,Signal_Entry_Acceleration,Signal_Entry_Momentum,Signal_Entry_Entropy,Signal_Entry_Jerk,Signal_Entry_PhysicsScore,Signal_Entry_SpeedSlope,Signal_Entry_AccelerationSlope,Signal_Entry_MomentumSlope,Signal_Entry_ConfluenceSlope,Signal_Entry_JerkSlope,Signal_Entry_Zone,Signal_Entry_Regime,Signal_Entry_PhysicsPass,Signal_Entry_RejectReason,Signal_Exit_Matched,Signal_Exit_Timestamp,Signal_Exit_TimeDelta,Signal_Exit_Quality,Signal_Exit_Confluence,Signal_Exit_Speed,Signal_Exit_Acceleration,Signal_Exit_Momentum,Signal_Exit_Entropy,Signal_Exit_Jerk,Signal_Exit_PhysicsScore,Signal_Exit_SpeedSlope,Signal_Exit_AccelerationSlope,Signal_Exit_MomentumSlope,Signal_Exit_ConfluenceSlope,Signal_Exit_JerkSlope,Signal_Exit_Zone,Signal_Exit_Regime,Signal_Exit_PhysicsPass,Signal_Exit_RejectReason,DataQuality,ProcessingTimestamp,SourceFiles
992,MT5_Backtest,992,2025.11.07 20:32:00,2025-11-07,20:32:00,Friday,November,2025-11-07,12:32:00,Friday,November,15-051,30-026,1h-013,2h-007,3h-005,4h-004,Floor Session,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.63,24860.5,6,-54.61,6,993,993,2025-11-07,12:48:00,Friday,November,15-052,30-026,1h-013,2h-007,3h-005,4h-004,Floor Session,sell,out,24827,0,0,NAS100,Loss,Long,16,-910.1666666666666,-0.17,24815.5,24876.8,83.67,NAS100,100,308.84,8921,969.29,0,313.98,99.18,-37.4,2208.41,37.9,-10,820.34,BULL,NORMAL,350,MANUAL,NAS100,81,80,124,10006.81,-1422.46,0,-457.61,53.05,-1402.48,-3155.42,-100.17,0,-653.57,UNKNOWN,UNKNOWN,340,-54.61,-0.84,-33.5,17,16,5,-0.17,24876.8,24815.5,0.16,-0.45,16.3,-45,9,5,-0.22,0,0.5,24941.3,114.3,0.46,49,24776.5,-50.5,-0.2,7,Late,0,46.13,-1085.82,1365.08,20,1,1,2025.11.07 20:32,0,83.67,100,8807.5,794.67,307.09,0,264.09,99.18,-37.4,2208.41,37.9,-10,820.34,BULL,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.334Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
994,MT5_Backtest,994,2025.11.07 20:48:00,2025-11-07,20:48:00,Friday,November,2025-11-07,12:48:00,Friday,November,15-052,30-026,1h-013,2h-007,3h-005,4h-004,Floor Session,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.62,24827,6,-7.29,6,995,995,2025-11-07,12:56:00,Friday,November,15-052,30-026,1h-013,2h-007,3h-005,4h-004,Floor Session,buy,out,24831.5,0,0,NAS100,Loss,Short,8,-121.50000000000001,-0.02,24839.7,24780,81,NAS100,80,-366.14,-6346.57,-2583.91,0,6.68,24.05,-1854.29,-241.95,-115.6,-10,-29.83,BEAR,NORMAL,350,MANUAL,NAS100,86.33,80,251.58,16592.1,-1681.93,0,-699.35,53.32,1261.92,-1709.21,43.12,0,-611.09,UNKNOWN,UNKNOWN,360,-7.29,-0.11,-4.5,9,8,5,-0.02,24780,24839.7,0.47,-0.13,47,-12.7,7,1,-0.03,0,0.5,24818,13.5,-0.05,1,25025.4,-193.9,0.78,49,Late,0,-29.27,-22938.67,-3116.21,0,1,1,2025.11.07 20:48,0,81,80,-6346.57,-2583.91,-366.14,0,6.68,24.05,-1854.29,-241.95,-115.6,-10,-29.83,BEAR,NORMAL,,PASS,1,2025.11.07 20:48,8,81,80,-6346.57,-2583.91,-366.14,0,6.68,24.05,-1854.29,-241.95,-115.6,-10,-29.83,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.335Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
996,MT5_Backtest,996,2025.11.07 20:56:00,2025-11-07,20:56:00,Friday,November,2025-11-07,12:56:00,Friday,November,15-052,30-026,1h-013,2h-007,3h-005,4h-004,Floor Session,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.6,24828.7,6,324,6,997,997,2025-11-07,13:59:27,Friday,November,15-056,30-028,1h-014,2h-007,3h-005,4h-004,Floor Session,sell,out,25031.2,0,0,NAS100,Win,Long,63,5400,0.95,24818,25029.7,81,NAS100,80,85.13,2051.9,6830.9,0,914.13,95.04,5345.06,4522.61,51.82,-10,867.56,BULL,NORMAL,340,TP,NAS100,70.33,60,-11.76,-577.92,-6187.77,0,-1380.39,17.81,-52.72,-3896.11,-56.21,0,-1359.39,UNKNOWN,UNKNOWN,370,324,4.76,202.5,64,63,5,0.95,25029.7,24818,2.01,-0.11,201,-10.7,64,1,1.29,7659.88,0.5,25062.9,31.7,0.13,46,24946.5,-84.7,-0.34,28,Optimal,0,77.23,2629.82,5397.78,20,1,1,2025.11.07 20:56,0,81,80,2692.18,7815.94,83.13,0,1195.57,95.04,5345.06,4522.61,51.82,-10,867.56,BULL,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.338Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
998,MT5_Backtest,998,2025.11.07 22:21:00,2025-11-07,22:21:00,Friday,November,2025-11-07,14:21:00,Friday,November,15-058,30-029,1h-015,2h-008,3h-005,4h-004,Floor Session,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.7,24977.3,6,-31.96,6,999,999,2025-11-07,14:29:00,Friday,November,15-058,30-029,1h-015,2h-008,3h-005,4h-004,Floor Session,buy,out,24996.1,0,0,NAS100,Loss,Short,8,-532.6666666666667,-0.09,24997.3,24950,86.33,NAS100,80,-533.45,-10344.5,-928.4,0,490.91,31.32,-1366.95,1316.48,-67.81,-10,452.56,BEAR,NORMAL,340,MANUAL,NAS100,73,100,357.84,7074.54,190.95,0,-406.02,83.02,2116.25,1671.04,47.07,0,297.95,UNKNOWN,UNKNOWN,370,-31.96,-0.47,-18.8,9,8,5,-0.09,24950,24997.3,0.27,-0.2,27.3,-20,6,2,-0.13,0,0.5,24972.5,23.6,-0.09,1,25145.9,-149.8,0.6,49,Late,0,-51.7,-17419.04,-3483.2,-20,1,1,2025.11.07 22:21,0,86.33,80,-10344.5,-928.4,-533.45,0,490.91,31.32,-1366.95,1316.48,-67.81,-10,452.56,BEAR,NORMAL,,PASS,1,2025.11.07 22:25,4,89,80,-7684.23,-244.84,-390.46,0,-52.1,20.04,155.75,-864.99,14.14,-10,-435.66,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.339Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1000,MT5_Backtest,1000,2025.11.07 22:29:00,2025-11-07,22:29:00,Friday,November,2025-11-07,14:29:00,Friday,November,15-058,30-029,1h-015,2h-008,3h-005,4h-004,Floor Session,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.69,24997.6,6,234.57,7,1001,1001,2025-11-07,15:42:01,Friday,November,15-063,30-032,1h-016,2h-008,3h-006,4h-004,After Hours,sell,out,25136.4,0,0,NAS100,Win,Long,73,3909.5,0.67,24972.5,25145.9,86.33,NAS100,80,24.19,3915.96,7662.43,0,1384.49,91.72,4125.11,3858.18,110.4,-10,847.85,BULL,NORMAL,360,MANUAL,NAS100,78.33,80,76.14,3898.6,-1451.29,0,-790.45,51.48,1523.51,-2474.43,71.99,10,-948.42,UNKNOWN,UNKNOWN,200,234.57,3.35,138.8,74,73,5,0.67,25145.9,24972.5,1.48,-0.25,148.3,-25.1,49,1,0.93,10646.08,0.5,25301.4,165,0.66,14,25133.4,-3,-0.01,1,Early,26.2,40.24,17.36,2601.6,0,1,1,2025.11.07 22:29,0,86.33,80,3749.53,7406.39,23.44,0,1311.34,91.72,4125.11,3858.18,110.4,-10,847.85,BULL,NORMAL,,PASS,1,2025.11.07 23:36,6.016666666666667,81,100,4925.08,768.19,174.04,0,-104.74,84.05,444.55,-1089.97,-5.29,-10,-323.61,BULL,LOW,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-24T22:17:36.340Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1002,MT5_Backtest,1002,2025.11.07 23:42:02,2025-11-07,23:42:02,Friday,November,2025-11-07,15:42:02,Friday,November,15-063,30-032,1h-016,2h-008,3h-006,4h-004,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.75,25136.4,7,-12.6,6,1003,1003,2025-11-07,15:47:01,Friday,November,15-064,30-032,1h-016,2h-008,3h-006,4h-004,After Hours,buy,out,25143.6,0,0,NAS100,Loss,Short,4,-180,-0.04,25146.8,25136.4,81,NAS100,80,-71.01,-724.43,-708.17,0,131.43,32.79,-972.64,142.7,-49.37,0,140.64,BEAR,LOW,370,MANUAL,NAS100,78.33,60,13.35,30.69,809.4,0,539.84,77.77,-1124.21,199.78,-9.85,-10,231.68,UNKNOWN,UNKNOWN,200,-12.6,-0.18,-7.2,6,5,5,-0.04,25136.4,25146.8,0,-0.1,0,-10.4,0,5,-0.05,0,0.5,25136.2,7.4,-0.03,2,25301.4,-157.8,0.63,9,Late,0,-44.99,-755.12,151.56,20,1,1,2025.11.07 23:42,0.03333333333333333,81,80,-724.43,-708.17,-71.01,0,131.43,32.79,-972.64,142.7,-49.37,0,140.64,BEAR,LOW,,PASS,1,2025.11.07 23:42,5.016666666666667,81,80,-724.43,-708.17,-71.01,0,131.43,32.79,-972.64,142.7,-49.37,0,140.64,BEAR,LOW,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.342Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1004,MT5_Backtest,1004,2025.11.07 23:47:01,2025-11-07,23:47:01,Friday,November,2025-11-07,15:47:01,Friday,November,15-064,30-032,1h-016,2h-008,3h-006,4h-004,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.74,25143.1,6,183.05,7,1005,1005,2025-11-09,17:26:00,Sunday,November,15-070,30-035,1h-018,2h-009,3h-006,4h-005,After Hours,sell,out,25248.3,0,-22.71,NAS100,Win,Long,2978,3050.8333333333335,0.51,25136.2,25301.4,83.67,NAS100,100,50.57,1008.87,604.26,0,64.93,96.2,885.95,1264.97,57.19,-20,292.63,BULL,LOW,370,MANUAL,NAS100,75.67,80,107,2633.15,-2520.96,0,-1117.49,52.78,-90.49,-4658.25,4.02,0,-1297.2,UNKNOWN,UNKNOWN,200,183.05,2.56,105.2,34,2979,5,0.51,25301.4,25136.2,1.58,-0.07,158.3,-6.9,9,2,0.72,13731.88,0.5,25288.2,39.9,0.16,32,25201.3,-47,-0.19,41,Good,0,43.42,-1624.28,976.44,20,1,1,2025.11.07 23:47,0.016666666666666666,83.67,100,1119.82,774.95,50.32,0,113.7,96.2,885.95,1264.97,57.19,-20,292.63,BULL,LOW,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.343Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1006,MT5_Backtest,1006,2025.11.10 01:26:01,2025-11-10,01:26:01,Monday,November,2025-11-09,17:26:01,Sunday,November,15-070,30-035,1h-018,2h-009,3h-006,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.78,25248.3,7,-16.91,7,1007,1007,2025-11-09,17:34:00,Sunday,November,15-071,30-036,1h-018,2h-009,3h-006,4h-005,After Hours,buy,out,25257.8,0,0,NAS100,Loss,Short,7,-241.57142857142858,-0.05,25258.8,25231.4,81,NAS100,80,-234.93,-2244.43,-377.87,0,-307.38,16.05,1108.66,-1436.23,98.51,-10,-741.32,BEAR,NORMAL,210,MANUAL,NAS100,62.33,60,223.38,3751.48,-1099.92,0,-534.79,49.12,1714.1,1230.5,97.81,0,201.51,UNKNOWN,UNKNOWN,200,-16.91,-0.24,-9.5,9,8,5,-0.05,25231.4,25258.8,0.17,-0.11,16.9,-10.5,5,8,-0.07,0,0.5,25201.3,56.5,-0.22,33,25288.2,-30.4,0.12,24,Late,0,-33.07,-5995.91,-605.43,20,1,1,2025.11.10 01:26,0.016666666666666666,81,80,-2244.43,-377.87,-234.93,0,-307.38,16.05,1108.66,-1436.23,98.51,-10,-741.32,BEAR,NORMAL,,PASS,1,2025.11.10 01:29,5,86.33,80,-3800.43,-1163.72,-269.45,0,-314.88,16.32,-213.95,210.22,-15.55,-10,141.85,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.344Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1008,MT5_Backtest,1008,2025.11.10 01:34:01,2025-11-10,01:34:01,Monday,November,2025-11-09,17:34:01,Sunday,November,15-071,30-036,1h-018,2h-009,3h-006,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.78,25258.5,7,-17.8,7,1009,1009,2025-11-09,17:40:00,Sunday,November,15-071,30-036,1h-018,2h-009,3h-006,4h-005,After Hours,sell,out,25248.5,0,0,NAS100,Loss,Long,5,-254.2857142857143,-0.05,25247.8,25260.7,83.67,NAS100,100,83.46,5358.45,4599.18,0,627.93,98.17,3501.6,2470.03,97.25,-10,423.78,BULL,NORMAL,200,MANUAL,NAS100,67.67,60,-165.14,-3009.22,2918.62,0,1390.34,55.38,-2273.01,122.39,-137.17,-10,251.54,UNKNOWN,UNKNOWN,200,-17.8,-0.25,-10,7,5,5,-0.05,25260.7,25247.8,0.02,-0.11,2.2,-10.7,4,3,-0.07,0,0.5,25288.2,39.7,0.16,18,25201.3,-47.2,-0.19,27,Late,0,42.78,8367.68,5774.62,40,1,1,2025.11.10 01:34,0.016666666666666666,83.67,100,5231.83,4404.37,83.06,0,572.27,98.17,3501.6,2470.03,97.25,-10,423.78,BULL,NORMAL,,PASS,1,2025.11.10 01:34,6,83.67,100,5231.83,4404.37,83.06,0,572.27,98.17,3501.6,2470.03,97.25,-10,423.78,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.345Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1010,MT5_Backtest,1010,2025.11.10 01:40:00,2025-11-10,01:40:00,Monday,November,2025-11-09,17:40:00,Sunday,November,15-071,30-036,1h-018,2h-009,3h-006,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.77,25248.5,7,-40.71,7,1011,1011,2025-11-09,17:54:01,Sunday,November,15-072,30-036,1h-018,2h-009,3h-006,4h-005,After Hours,buy,out,25271.5,0,0,NAS100,Loss,Short,14,-581.5714285714286,-0.12,25271.5,25248.5,83.67,NAS100,60,-45.13,-412.57,-3196.87,0,-748.67,16.48,-1254.06,-211.38,-13.9,0,159.89,BEAR,NORMAL,210,MANUAL,NAS100,78.33,80,-270.87,-1335.49,-1248.71,0,-309.17,15.92,324.36,356.17,10.46,0,43.61,UNKNOWN,UNKNOWN,200,-40.71,-0.58,-23,15,14,5,-0.12,25248.5,25271.5,0,-0.23,0,-23,0,14,-0.16,0,0.5,25201.3,70.2,-0.28,13,25288.2,-16.7,0.07,4,Late,0,0.56,922.91,-1578.42,-20,1,1,2025.11.10 01:40,0,83.67,60,-412.57,-3196.87,-45.13,0,-748.67,16.48,-1254.06,-211.38,-13.9,0,159.89,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.346Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1012,MT5_Backtest,1012,2025.11.10 01:54:01,2025-11-10,01:54:01,Monday,November,2025-11-09,17:54:01,Sunday,November,15-072,30-036,1h-018,2h-009,3h-006,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.76,25271.5,7,-11.44,7,1013,1013,2025-11-09,18:00:00,Sunday,November,15-073,30-037,1h-019,2h-010,3h-007,4h-005,After Hours,sell,out,25265,0,0,NAS100,Loss,Long,5,-163.42857142857142,-0.03,25266.2,25288.2,83.67,NAS100,100,154.29,5401.77,91.03,0,-317.66,76.56,795.7,332.53,20.71,-10,116.03,BULL,LOW,200,MANUAL,NAS100,81,80,11.15,1206.33,3021.72,0,696.39,90.72,376.92,1171.99,56,10,317.72,UNKNOWN,UNKNOWN,200,-11.44,-0.16,-6.5,7,6,5,-0.03,25288.2,25266.2,0.17,-0.05,16.7,-5.3,4,7,-0.05,0,0.5,25268.4,3.4,0.01,34,25201.3,-63.7,-0.25,7,Late,0,-14.16,4195.44,418.79,20,1,1,2025.11.10 01:54,0.016666666666666666,83.67,100,5401.77,91.03,154.29,0,-317.66,76.56,795.7,332.53,20.71,-10,116.03,BULL,LOW,,PASS,1,2025.11.10 01:54,6,83.67,100,5401.77,91.03,154.29,0,-317.66,76.56,795.7,332.53,20.71,-10,116.03,BULL,LOW,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.347Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1014,MT5_Backtest,1014,2025.11.10 02:00:00,2025-11-10,02:00:00,Monday,November,2025-11-09,18:00:00,Sunday,November,15-073,30-037,1h-019,2h-010,3h-007,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.76,25264.2,7,32.03,7,1015,1015,2025-11-09,18:10:00,Sunday,November,15-073,30-037,1h-019,2h-010,3h-007,4h-005,After Hours,buy,out,25246,0,0,NAS100,Win,Short,10,457.57142857142856,0.09,25266.5,25203.4,89,NAS100,60,-4.1,-907.06,-5070.99,0,-808.59,19.26,-3861.04,-3888.87,-47.93,10,-807.34,BEAR,LOW,210,MANUAL,NAS100,91.67,100,181.42,6483.49,241.47,0,-76.54,86.34,1076.16,1231.04,28.38,0,403.39,UNKNOWN,UNKNOWN,210,32.03,0.45,18.2,11,10,5,0.09,25203.4,25266.5,0.61,-0.02,60.8,-2.3,7,1,0.13,78883.86,0.5,25235.7,10.3,-0.04,37,25278.6,-32.6,0.13,48,Early,-7.9,-67.08,-7390.55,-4937.2,-40,1,1,2025.11.10 02:00,0,89,60,-546.48,-4516.25,-3.1,0,-650.09,19.26,-3861.04,-3888.87,-47.93,10,-807.34,BEAR,LOW,,PASS,1,2025.11.10 02:06,4,94.33,80,-16874.8,-2333.02,-248.87,0,196.74,31.72,-736.49,522.28,-4.03,-10,-94.32,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-24T22:17:36.349Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1016,MT5_Backtest,1016,2025.11.10 02:10:00,2025-11-10,02:10:00,Monday,November,2025-11-09,18:10:00,Sunday,November,15-073,30-037,1h-019,2h-010,3h-007,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.77,25245.5,7,4.43,7,1017,1017,2025-11-09,18:39:01,Sunday,November,15-075,30-038,1h-019,2h-010,3h-007,4h-005,After Hours,sell,out,25248,0,0,NAS100,Win,Long,29,63.28571428571428,0.01,25236,25268.4,83.67,NAS100,80,62.96,1842.93,7988.78,0,1162.21,93.95,5455.23,3925.97,39.48,-10,608.41,BULL,NORMAL,200,MANUAL,NAS100,78.33,100,184.2,8701.8,2002.61,0,83.82,97.7,2126.87,1619.46,30.01,0,345.9,UNKNOWN,UNKNOWN,470,4.43,0.06,2.5,30,29,5,0.01,25268.4,25236,0.23,-0.1,22.9,-9.5,24,1,0.02,569661.4,0.5,25335.5,87.5,0.35,49,25235.7,-12.3,-0.05,8,Early,85,-3.76,-6858.87,3328.36,-20,1,1,2025.11.10 02:10,0,83.67,80,1915.85,8100.96,62.71,0,1194.26,93.95,5455.23,3925.97,39.48,-10,608.41,BULL,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-24T22:17:36.350Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1018,MT5_Backtest,1018,2025.11.10 02:39:02,2025-11-10,02:39:02,Monday,November,2025-11-09,18:39:02,Sunday,November,15-075,30-038,1h-019,2h-010,3h-007,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.77,25247.8,7,-25.31,7,1019,1019,2025-11-09,18:53:00,Sunday,November,15-076,30-038,1h-019,2h-010,3h-007,4h-005,After Hours,buy,out,25262.1,0,0,NAS100,Loss,Short,13,-361.57142857142856,-0.07,25264.6,25237.8,83.67,NAS100,80,-218.63,-1623.91,-1817.5,0,-369.51,16.18,-42.54,1533.79,-59.84,10,530.48,BEAR,NORMAL,200,MANUAL,NAS100,67.67,80,100.93,2764.24,-1417.56,0,-831.28,52.38,1765.65,-60.66,80.33,0,-199.54,UNKNOWN,UNKNOWN,470,-25.31,-0.36,-14.3,15,13,5,-0.07,25237.8,25264.6,0.1,-0.17,10,-16.8,8,14,-0.1,0,0.5,25256.8,5.3,-0.02,2,25335.5,-73.4,0.29,35,Late,0,-36.2,-4388.14,-1808.19,0,1,1,2025.11.10 02:39,0.03333333333333333,83.67,80,-1594.21,-1771.8,-218.63,0,-356.46,16.18,-42.54,1533.79,-59.84,10,530.48,BEAR,NORMAL,,PASS,1,2025.11.10 02:47,6,86.33,80,-3135.53,-159.35,-259.86,0,132.6,34.16,-384.88,674.25,15.8,-10,245.72,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.351Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
