tradeIndex,type,message
809,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1620, OUT=1621"
809,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
810,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1622, OUT=1623"
811,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1624, OUT=1625"
812,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1626, OUT=1627"
813,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1628, OUT=1629"
814,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1630, OUT=1631"
815,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1632, OUT=1633"
816,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1634, OUT=1635"
816,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
817,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1636, OUT=1637"
817,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
818,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1638, OUT=1639"
818,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
819,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1640, OUT=1641"
819,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
820,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1642, OUT=1643"
821,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1644, OUT=1645"
821,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
822,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1646, OUT=1647"
823,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1648, OUT=1649"
824,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1650, OUT=1651"
825,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1652, OUT=1653"
826,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1654, OUT=1655"
827,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1656, OUT=1657"
828,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1658, OUT=1659"
829,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1660, OUT=1661"
829,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
830,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1662, OUT=1663"
831,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1664, OUT=1665"
831,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
832,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1666, OUT=1667"
833,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1668, OUT=1669"
833,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
834,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1670, OUT=1671"
834,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
835,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1672, OUT=1673"
836,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1674, OUT=1675"
836,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
837,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1676, OUT=1677"
837,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
838,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1678, OUT=1679"
838,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
839,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1680, OUT=1681"
840,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1682, OUT=1683"
841,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1684, OUT=1685"
842,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1686, OUT=1687"
842,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
843,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1688, OUT=1689"
844,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1690, OUT=1691"
845,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1692, OUT=1693"
846,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1694, OUT=1695"
847,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1696, OUT=1697"
847,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
848,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1698, OUT=1699"
849,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1700, OUT=1701"
850,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1702, OUT=1703"
851,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1704, OUT=1705"
852,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1706, OUT=1707"
853,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1708, OUT=1709"
854,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1710, OUT=1711"
855,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1712, OUT=1713"
856,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1714, OUT=1715"
857,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1716, OUT=1717"
857,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
858,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1718, OUT=1719"
858,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
859,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1720, OUT=1721"
860,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1722, OUT=1723"
861,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1724, OUT=1725"
862,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1726, OUT=1727"
863,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1728, OUT=1729"
864,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1730, OUT=1731"
865,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1732, OUT=1733"
865,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
866,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1734, OUT=1735"
867,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1736, OUT=1737"
868,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1738, OUT=1739"
869,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1740, OUT=1741"
870,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1742, OUT=1743"
871,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1744, OUT=1745"
872,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1746, OUT=1747"
873,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1748, OUT=1749"
874,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1750, OUT=1751"
875,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1752, OUT=1753"
876,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1754, OUT=1755"
877,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1756, OUT=1757"
877,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
878,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1758, OUT=1759"
878,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
879,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1760, OUT=1761"
880,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1762, OUT=1763"
881,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1764, OUT=1765"
882,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1766, OUT=1767"
882,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
883,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1768, OUT=1769"
884,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1770, OUT=1771"
885,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1772, OUT=1773"
886,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1774, OUT=1775"
886,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
887,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1776, OUT=1777"
888,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1778, OUT=1779"
889,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1780, OUT=1781"
890,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1782, OUT=1783"
891,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1784, OUT=1785"
892,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1786, OUT=1787"
892,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
893,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1788, OUT=1789"
894,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1790, OUT=1791"
895,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1792, OUT=1793"
896,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1794, OUT=1795"
897,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1796, OUT=1797"
898,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1798, OUT=1799"
899,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1800, OUT=1801"
900,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1802, OUT=1803"
901,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1804, OUT=1805"
902,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1806, OUT=1807"
903,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1808, OUT=1809"
904,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1810, OUT=1811"
905,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1812, OUT=1813"
906,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1814, OUT=1815"
906,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
907,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1816, OUT=1817"
907,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
908,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1818, OUT=1819"
909,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1820, OUT=1821"
910,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1822, OUT=1823"
911,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1824, OUT=1825"
912,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1826, OUT=1827"
913,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1828, OUT=1829"
914,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1830, OUT=1831"
915,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1832, OUT=1833"
916,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1834, OUT=1835"
917,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1836, OUT=1837"
917,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
918,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1838, OUT=1839"
918,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
919,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1840, OUT=1841"
919,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
920,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1842, OUT=1843"
921,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1844, OUT=1845"
922,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1846, OUT=1847"
922,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
923,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1848, OUT=1849"
923,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
924,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1850, OUT=1851"
924,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
925,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1852, OUT=1853"
926,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1854, OUT=1855"
926,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
927,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1856, OUT=1857"
928,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1858, OUT=1859"
929,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1860, OUT=1861"
930,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1862, OUT=1863"
930,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
931,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1864, OUT=1865"
932,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1866, OUT=1867"
933,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1868, OUT=1869"
933,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
934,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1870, OUT=1871"
934,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
935,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1872, OUT=1873"
935,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
936,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1874, OUT=1875"
936,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
937,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1876, OUT=1877"
938,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1878, OUT=1879"
939,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1880, OUT=1881"
939,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
940,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1882, OUT=1883"
940,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
941,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1884, OUT=1885"
941,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
942,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1886, OUT=1887"
943,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1888, OUT=1889"
943,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
944,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1890, OUT=1891"
945,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1892, OUT=1893"
945,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
946,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1894, OUT=1895"
946,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
947,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1896, OUT=1897"
948,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1898, OUT=1899"
949,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1900, OUT=1901"
950,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1902, OUT=1903"
951,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1904, OUT=1905"
952,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1906, OUT=1907"
953,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1908, OUT=1909"
953,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
954,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1910, OUT=1911"
954,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
955,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1912, OUT=1913"
955,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
956,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1914, OUT=1915"
957,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1916, OUT=1917"
958,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1918, OUT=1919"
959,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1920, OUT=1921"
960,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1922, OUT=1923"
960,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
961,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1924, OUT=1925"
961,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
962,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1926, OUT=1927"
962,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
963,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1928, OUT=1929"
963,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
964,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1930, OUT=1931"
965,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1932, OUT=1933"
966,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1934, OUT=1935"
966,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
967,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1936, OUT=1937"
968,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1938, OUT=1939"
968,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
969,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1940, OUT=1941"
970,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1942, OUT=1943"
971,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1944, OUT=1945"
972,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1946, OUT=1947"
973,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1948, OUT=1949"
974,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1950, OUT=1951"
974,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
975,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1952, OUT=1953"
975,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
976,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1954, OUT=1955"
977,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1956, OUT=1957"
978,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1958, OUT=1959"
979,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1960, OUT=1961"
979,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
980,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1962, OUT=1963"
980,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
981,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1964, OUT=1965"
982,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1966, OUT=1967"
983,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1968, OUT=1969"
984,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1970, OUT=1971"
985,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1972, OUT=1973"
986,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1974, OUT=1975"
987,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1976, OUT=1977"
988,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1978, OUT=1979"
988,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
989,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1980, OUT=1981"
990,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1982, OUT=1983"
991,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1984, OUT=1985"
992,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1986, OUT=1987"
993,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1988, OUT=1989"
994,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1990, OUT=1991"
995,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1992, OUT=1993"
996,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1994, OUT=1995"
997,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1996, OUT=1997"
998,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1998, OUT=1999"
998,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
999,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2000, OUT=2001"
1000,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2002, OUT=2003"
1000,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1001,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2004, OUT=2005"
1002,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2006, OUT=2007"
1003,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2008, OUT=2009"
1004,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2010, OUT=2011"
1005,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2012, OUT=2013"
1006,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2014, OUT=2015"
1007,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2016, OUT=2017"
1008,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2018, OUT=2019"
1008,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1009,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2020, OUT=2021"
1010,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2022, OUT=2023"
1011,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2024, OUT=2025"
1012,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2026, OUT=2027"
1013,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2028, OUT=2029"
1014,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2030, OUT=2031"
1015,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2032, OUT=2033"
1015,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1016,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2034, OUT=2035"
1017,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2036, OUT=2037"
1018,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2038, OUT=2039"
1018,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1019,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2040, OUT=2041"
1020,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2042, OUT=2043"
1020,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1021,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2044, OUT=2045"
1022,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2046, OUT=2047"
1023,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2048, OUT=2049"
1024,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2050, OUT=2051"
1025,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2052, OUT=2053"
1026,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2054, OUT=2055"
1027,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2056, OUT=2057"
1028,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2058, OUT=2059"
1028,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1029,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2060, OUT=2061"
1030,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2062, OUT=2063"
1031,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2064, OUT=2065"
1032,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2066, OUT=2067"
1033,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2068, OUT=2069"
1034,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2070, OUT=2071"
1035,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2072, OUT=2073"
1036,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2074, OUT=2075"
1037,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2076, OUT=2077"
1037,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1038,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2078, OUT=2079"
1039,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2080, OUT=2081"
1039,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1040,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2082, OUT=2083"
1041,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2084, OUT=2085"
1041,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1042,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2086, OUT=2087"
1042,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1043,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2088, OUT=2089"
1044,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2090, OUT=2091"
1044,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1045,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2092, OUT=2093"
1046,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2094, OUT=2095"
1047,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2096, OUT=2097"
1047,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1048,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2098, OUT=2099"
1049,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2100, OUT=2101"
1050,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2102, OUT=2103"
1051,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2104, OUT=2105"
1052,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2106, OUT=2107"
1053,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2108, OUT=2109"
1054,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2110, OUT=2111"
1055,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2112, OUT=2113"
1056,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2114, OUT=2115"
1056,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1057,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2116, OUT=2117"
1057,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1058,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2118, OUT=2119"
1059,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2120, OUT=2121"
1060,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2122, OUT=2123"
1061,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2124, OUT=2125"
1062,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2126, OUT=2127"
1063,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2128, OUT=2129"
1063,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1064,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2130, OUT=2131"
1065,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2132, OUT=2133"
1066,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2134, OUT=2135"
1066,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1067,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2136, OUT=2137"
1068,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2138, OUT=2139"
1069,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2140, OUT=2141"
1069,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1070,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2142, OUT=2143"
1070,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1071,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2144, OUT=2145"
1072,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2146, OUT=2147"
1073,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2148, OUT=2149"
1073,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1074,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2150, OUT=2151"
1074,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
1075,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2152, OUT=2153"
1076,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2154, OUT=2155"
1077,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=2156, OUT=2157"
